书籍编号,书名（25字符以内）,作者（不包含国籍等其他信息）,出版社,ISBN（10或13位纯阿拉伯数字）,字数（纯阿拉伯数字）,ER值（运营无需提供）（100~1300之间）,基础评分（十分制，精确到小数点后一位）,评分人数（1~1000）,原图书标签,一级标签（必填）,二级标签（必填）,特殊标签（选填）获奖、窦桂梅、新课标等,年级（与考拉年级标注对应）,定价,平台售价,折扣,出版日期,简介（无字数限制，顶行）,
930271,大个子老鼠小个子猫4,周锐,春风文艺出版社,9787531336938,105000,420,6.3,528,绘本与童话,故事/漫画,童话故事,,2,,,,,大个子老鼠是男生，小个子猫是女生，他们是好朋友，不光因为大个子老鼠真诚、友爱，也不光因为小个子猫善良，她也挺漂亮的，当然最主要的是，他们在一起互相关怀，才使共同经历的每件事情看上去都那么美好。,
940001,非同寻常的青蛙,克里斯廷·弗兰切·卡利,印刷工业出版社,9787514205442,9000,390,6.3,528,绘本与童话,故事/漫画,童话故事,,2,,,,,呱呱是一只非同寻常的青蛙，他和蜘蛛小姐建立起一种非同寻常的友谊。大猩猩小兄妹波特和贝丝吵架了，他们谁也不理谁。但是爷爷用一次松饼聚会让他们和好如初。在大猩猩爷爷那里就没有解决不了的难题。会说话的动物们演绎了发生在小伙伴之间、兄弟姐妹之间、孩子和家长之间的种种友情和亲情故事，帮助孩子们解决在亲情和友情的关系中有可能遭遇的困惑和难题，与孩子们分享亲情和友情的无比快乐和幸福。,
940002,能说会道的老虎,克里斯廷·弗兰切·卡利,印刷工业出版社,9787514205459,11000,440,6.3,528,绘本与童话,故事/漫画,童话故事,,2,,,,,老虎伯纳德为了掩饰自己外貌上的缺，学会了一种与众不同的“高级语言”。然而，正当他洋洋自得地向众人炫耀时，他的好朋友莫里斯却突遭危险。伯纳德用他的高级语言向人们求助，可是谁也听不懂。伯纳德该怎么办？他能否克服自己虚荣心，去挽救好朋友的生命？,
940007,这就是希腊,M.萨塞克,安徽少年儿童出版社,9787539771915,3000,400,6.3,528,绘本与童话,故事/漫画,童话故事,,2,,,,,最著名的大师，最经典的画面，最美妙的旅程。THISIS系列是“20世纪最伟大的视觉插画大师”—萨塞克先生的代表作，被视为世界旅游绘本的经典之作，融合了人文，历史，地理，艺术和景观的传世巨制，被誉为“经典中的经典”。作品以其独特的经典质感和时尚多元的表现手法俘获了读者们的心。作者对每个城市细腻深刻的景观描绘，丰富的人文背景介绍，略带幽默的文字，让人爱不释手。特别是他在文字与视觉的表现中加入了属于儿童特有的视角和观点，更使得作品大获成功。,
940012,大灰狼的秘密日记,费利西娅·劳,电子工业出版社,9787121215179,30000,390,6.3,372,绘本与童话,故事/漫画,童话故事,,1.5,,,,,秘密日记系列包含四本生动有趣的动物日记（《大灰狼的秘密日记》《蛤蟆王子的秘密日记》《蜈蚣姑娘的秘密日记》《熊爸爸的秘密日记》），故事分别以主人公生活的生动表现和日记的心理再现两种形式，互为补充相互辅助地把四个可爱的动物丰满、鲜活地展现给孩子，让孩子在忍俊不禁之后还有些回味和思考，有些发现和感悟。把它介绍给你的孩子吧，从日记的无限可能中发现成长的无限可能。,
940013,熊爸爸的秘密日记,费利西娅·劳,电子工业出版社,9787121215179,1250,500,6.3,372,绘本与童话,故事/漫画,童话故事,,3,,,,,秘密日记系列包含四本生动有趣的动物日记（《大灰狼的秘密日记》《蛤蟆王子的秘密日记》《蜈蚣姑娘的秘密日记》《熊爸爸的秘密日记》），故事分别以主人公生活的生动表现和日记的心理再现两种形式，互为补充相互辅助地把四个可爱的动物丰满、鲜活地展现给孩子，让孩子在忍俊不禁之后还有些回味和思考，有些发现和感悟。把它介绍给你的孩子吧，从日记的无限可能中发现成长的无限可能。,
940014,蛤蟆王子的秘密日记,费利西娅·劳,电子工业出版社,9787121215179,1250,580,6.3,372,绘本与童话,故事/漫画,童话故事,,3,,,,,秘密日记系列包含四本生动有趣的动物日记（《大灰狼的秘密日记》《蛤蟆王子的秘密日记》《蜈蚣姑娘的秘密日记》《熊爸爸的秘密日记》），故事分别以主人公生活的生动表现和日记的心理再现两种形式，互为补充相互辅助地把四个可爱的动物丰满、鲜活地展现给孩子，让孩子在忍俊不禁之后还有些回味和思考，有些发现和感悟。把它介绍给你的孩子吧，从日记的无限可能中发现成长的无限可能。,
940016,皮特家的小老师,金昱,江苏教育出版社,9787549927210,2600,280,6.3,372,绘本与童话,故事/漫画,童话故事,,1.5,,,,,小脚丫丛书是一套儿童保健行为习惯养成故事绘本，其中收录了各方面关于幼儿保健、卫生习惯养成等的精美故事，文字富有童趣，画面可爱。是一本适合家长、幼儿、园所共读的优秀读物。,
940017,爱斗的涛涛和淘淘,天琴,江苏教育出版社,9787549933334,50000,350,6.3,372,绘本与童话,故事/漫画,童话故事,,1,,,,,小脚丫丛书是一套儿童保健行为习惯养成故事绘本，其中收录了各方面关于幼儿保健、卫生习惯养成等的精美故事，文字富有童趣，画面可爱。是一本适合家长、幼儿、园所共读的优秀读物。,
940069,水晶宫奇遇,杨红樱,长江少年儿童出版社,9787556017355,15000,500,6.3,372,绘本与童话,故事/漫画,童话故事,,2,,,,,"以波卡和小蛙人在水下的经历为线索,向人们讲述水下的丰富世界,让我们以漫画的视角看海底世界,形象生动,情节想象丰富，单纯而朴实，细腻而温暖，充满爱与美，已经清新隽永，令人回味。杨红樱的童话有一种令孩子们格外易于接受也易于感受的亲和力和感染力。",
940070,蚂蚁城堡,杨红樱,长江少年儿童出版社,9787556017386,12000,310,6.3,372,绘本与童话,故事/漫画,童话故事,,1,,,,,《杨红樱画本——注音书系列（第二辑）》共四册，集中了杨红樱的中篇精美童话。这些童话涉猎森林、海洋、沙漠等孩子们必须了解的自然知识，而且将知识点融入到有趣的故事、优美的语言和童话的意境之中，让孩子们在爱的教育、美的熏陶中，满足其求知欲、想象力、审美情趣和心灵成长的需要。它们即可单独成篇，又具有一定的连贯性。情节想象丰富，单纯而朴实，细腻而温暖，充满爱与美，已经清新隽永，令人回味。,
940092,凤凰选美,杨红樱,长江少年儿童出版社,9787556017362,14000,440,6.3,372,绘本与童话,故事/漫画,童话故事,,2,,,,,《杨红樱画本——注音书系列（第二辑）》共四册，集中了杨红樱的中篇精美童话。这些童话涉猎森林、海洋、沙漠等孩子们必须了解的自然知识，而且将知识点融入到有趣的故事、优美的语言和童话的意境之中，让孩子们在爱的教育、美的熏陶中，满足其求知欲、想象力、审美情趣和心灵成长的需要。它们即可单独成篇，又具有一定的连贯性。情节想象丰富，单纯而朴实，细腻而温暖，充满爱与美，已经清新隽永，令人回味。,
940093,这就是纽约,M.萨塞克,安徽少年儿童出版社,9787539771915,3000,430,6.3,372,绘本与童话,故事/漫画,绘本故事,,2,,,,,最著名的大师，最经典的画面，最美妙的旅程。THISIS系列是“20世纪最伟大的视觉插画大师”—萨塞克先生的代表作，被视为世界旅游绘本的经典之作，融合了人文，历史，地理，艺术和景观的传世巨制，被誉为“经典中的经典”。作品以其独特的经典质感和时尚多元的表现手法俘获了读者们的心。作者对每个城市细腻深刻的景观描绘，丰富的人文背景介绍，略带幽默的文字，让人爱不释手。特别是他在文字与视觉的表现中加入了属于儿童特有的视角和观点，更使得作品大获成功。,
940096,管家猫过圣诞节,竹下文子,中国少年儿童出版社,9787514805918,3500,350,6.3,372,绘本与童话,故事/漫画,童话故事,,2,,,,,管家猫去蛋糕店帮忙，她装扮成圣诞老人，大声喊着“来一块好吃的圣诞蛋糕吧！”，可就是没有人注意到她。因为感到很冷，她就边唱歌边跳舞……看管家猫如何扭转乾坤吧！,
940097,做有用的管家猫,竹下文子,中国少年儿童出版社,9787514805918,3500,400,6.3,372,绘本与童话,故事/漫画,童话故事,,2,,,,,一天早上，猫管家一睁眼，发觉家里出奇地安静。原来，妈妈头疼，没起床。这才是大显身手的时候！“我什么都会干！”猫管家跃跃欲试。她到底做得怎么样呢？,
870029,便宜卖我弟弟,林廷子,中国少年儿童出版社,21002428,1500,570,6.4,372,人文与教育,人文/教育,心理教育,,3,,,,,“我长大了”儿童情感启蒙故事，打开书，寻找七颗“幸福的种子”……合上书，体会一份“化不开的人情味儿”……,
870030,中国历史故事,魏红霞,北京教育出版社,9787552229622,343000,800,6.4,372,人文与教育,人文/教育,文化,,5,,,,,《学习改变未来：中国历史故事》在编撰时参考了大量的历史资料，按照历史发展顺序编写，上自远古时代，近到辛亥革命，主要内容包括政治故事、战争故事、英雄故事、名人故事等。我们站在还原历史真实的情况下，尽量避免冗长的叙述，采用富有启发性的故事来诠释历史，展现智慧，尽量做到内容丰富、有趣，易于广大青少年阅读和理解。精致、美观的插图再现了故事中的精彩情节，在提升《学习改变未来：中国历史故事》的趣味性、阅读性的同时，也能让读者更轻松地领略到故事的发展、人物的精神，从中受到启迪和教益。,
870031,成长的秘密：青春期女孩心理知识手册,沧浪,中国妇女出版社,9787512711532,114000,1030,6.4,372,人文与教育,人文/教育,心理教育,,7.5,,,,,沧浪所著的《成长的秘密：青春期女孩心理知识手册》专门针对女孩进入青春期后，由于身体和情绪的变化所带来的问题，指导她们在青春期调节控制自己的情绪，使自己拥有一个健康的成长心理。本书的目的不单单是使女孩顺利度过这一极具变数的人生阶段，而且要帮助她们在这个身心发育成长最迅猛的阶段顺势而为，扬起风帆，顺风顺水地实现更大的跨越，为今后的人生竞技打下更坚实的基础。,
870033,7号梦工厂,大卫·威斯纳,河北少年儿童出版社,9787537660396,100,280,6.4,372,人文与教育,小说/名著,成长小说,,1,,,,,一个小男孩在美国的帝国大厦上与一朵小白云偶遇，小男孩坐在云上，穿过云山雾海，赫然发现一座天空之城——城上插满了巨大的喇叭，有无数朵白云从里面飘出来。原来这里是神秘的7号梦工厂……小男孩意外地为自己开启了一段惊奇的旅程！也让觉得有志难伸的云朵们，得以幻化成无法想象的精彩杰作！当然，也带给城市的人们一份难以言喻的惊喜礼物！,
870034,弗洛格吓坏了：学会战胜恐惧,马克斯·维尔修思,湖南少年儿童出版社,9787535830623,2000,390,6.4,372,人文与教育,故事/漫画,绘本故事,,2,,,,,《弗洛格吓坏了：学会战胜恐惧》是儿童心灵成长图画书系之一，本书是为处在性格形成关键期（3-6岁）的孩子准备的一份心理自助礼物。这是一套有助于孩子心灵成长的心理教育故事。每个故事都自然流露出某种重要的主题，充满了想象力。,
870036,勇敢男孩篇,谭树辉,江西美术出版社,9787548012047,100000,480,6.4,372,人文与教育,小说/名著,成长小说,,2,,,,,《青少年必读的故事：勇敢男孩篇》是一个故事乐园，在乐园中的小小男子汉们英勇无敌，《宝莲灯》、《大拇哥游记》和《小渔童》等展现了他们的风采。除了乐园，还有精彩的游戏场，让你乐此不疲。《青少年必读的故事：勇敢男孩篇》向你敞开，绚烂的故事嘉年华即将开始，欢迎每一个青少年来到这里，与城堡中快乐的男孩女孩们一同舞步轻扬……,
870038,人,彼得·史比尔,贵州人民出版社,9787221115331,1000,440,6.4,372,人文与教育,人文/教育,文化,,2,,,,,不同的人在体格上有着高、矮、胖、瘦的区别，有的人既不高也不矮，既不胖也不瘦。虽然每个人的体型都不完全相同，但我们都是从小小的婴儿开始一天天长大的。人们的肤色各不相同，就连眼睛，也有各种形状和颜色。,
870041,弟子规全解,李毓秀,人民文学出版社,9787020066292,93000,500,6.4,372,人文与教育,国学/礼仪,启蒙国学,,3,,,,,《弟子规全解》是专门给孩子讲解怎样做人、怎样处世的启蒙读物。它原名叫《训蒙文》，作者是清代康熙年间的秀才李毓秀。后来，贾存仁（清代）对它又做了修订和改编，并将书名改为《弟子规》。这里的“弟子”一词沿用了它在《论语》中的含义，泛指兄弟姐妹中的年龄较小者和晚辈子女；“规”是行为规范的意思。《弟子规》自问世以来，一直广为流传，影响巨大。这是因为它曾被官府指定为私塾和义学的必读教材。《弟子规全解》特别讲求家庭教育与生活教育，讲究养正防邪和培养忠厚家风。为此，作者给刚刚开蒙的儿童少年设定了一系列礼仪与行为规范，涉及在家、外出、求学、交友等所有日常生活场合，每一条、每一项都是中国传统处世哲学和道德观念的生动体瑚.。,
